Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,21125,22341,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.53%,9708,8481,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,19384,20598,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.50%,7949,6725,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,9758,10194,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,8834,8396,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,9758,10194,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,7956,7518,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,9765,10194,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.41%,9707,9276,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,21995,22341,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,9707,9361,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,19384,19726,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,7071,6725,29604
15_5ababae0-a899-4ef2-81ac-d65f43b59cc1,9758,10110,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.61%,7078,6725,29604
15_5af0814e-8778-48da-a634-808603caeeb8,8108,8216,LmxM.12_left_10kb - bases 201 - 10000,1.11%,110,2,8691
15_5af0814e-8778-48da-a634-808603caeeb8,62,8240,LmxM.19_left_10kb - bases 201 - 10000,84.42%,8273,1,8691
15_5af0814e-8778-48da-a634-808603caeeb8,1124,2485,LmxM.19_left_10kb - bases 201 - 10000,14.10%,6346,4965,8691
15_5af0814e-8778-48da-a634-808603caeeb8,1968,3328,LmxM.19_left_10kb - bases 201 - 10000,14.14%,7201,5816,8691
15_5af0814e-8778-48da-a634-808603caeeb8,1124,1636,LmxM.19_left_10kb - bases 201 - 10000,5.35%,5489,4966,8691
15_5af0814e-8778-48da-a634-808603caeeb8,2810,3328,LmxM.19_left_10kb - bases 201 - 10000,5.40%,7201,6673,8691
15_5af0814e-8778-48da-a634-808603caeeb8,8141,8296,LmxM.27_left_10kb - bases 201 - 10000,1.59%,156,1,8691
15_5af0814e-8778-48da-a634-808603caeeb8,8114,8263,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.53%,154,5,8691
15_5b909f9d-d2fd-4d74-b380-cdeac4c21f0d,60,8594,LmxM.28_left_10kb - bases 201 - 10000,88.13%,8637,1,18710
15_5b6816e6-e451-481e-8efa-7b097ef938d2,3705,1960,LmxM.24_left_10kb - bases 201 - 10000,18.07%,1778,8,3708
15_005bb7e7-6de8-45c0-8320-99b1ba241f99,3635,242,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,34.99%,3429,1,3689
15_05bf0ebf-b40d-4509-9c13-55c95290ae3a,3471,3590,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,5314
15_05bf0ebf-b40d-4509-9c13-55c95290ae3a,3472,3614,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,5314
15_05bf0ebf-b40d-4509-9c13-55c95290ae3a,3472,3670,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,5314
15_05bf0ebf-b40d-4509-9c13-55c95290ae3a,3472,3637,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,5314
15_05bf0ebf-b40d-4509-9c13-55c95290ae3a,3472,3562,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,5314
15_5bfe8905-fcbf-4633-99c2-eabc10294a25,66113,66203,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,66732
15_5bfe8905-fcbf-4633-99c2-eabc10294a25,66113,66310,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,66732
15_5c382ed8-f7af-4ded-b33e-2a4878bc0c3f,10282,10478,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,22055
15_5c382ed8-f7af-4ded-b33e-2a4878bc0c3f,10282,10445,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,22055
15_5cb15011-0edb-404c-bb8f-e8ac1e010f39,1825,1735,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,2422
15_5cb15011-0edb-404c-bb8f-e8ac1e010f39,1826,1707,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,2422
15_5ceb7e36-7f09-40fb-a7c6-4b241f3e09c9,4599,4777,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,5270
15_5ceb7e36-7f09-40fb-a7c6-4b241f3e09c9,4619,4846,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.35%,234,5,5270
15_5ceb7e36-7f09-40fb-a7c6-4b241f3e09c9,4607,4775,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,5270
15_5d0fa2e5-ebd8-42b9-bec2-04062b566ccf,1202,973,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,8118
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,7327,7191,LmxM.12_left_10kb - bases 201 - 10000,1.39%,137,2,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,16866,7167,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,13434,12055,LmxM.19_left_10kb - bases 201 - 10000,14.13%,7201,5817,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,14285,12908,LmxM.19_left_10kb - bases 201 - 10000,14.12%,6346,4963,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,12579,12055,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,14285,13759,LmxM.19_left_10kb - bases 201 - 10000,5.38%,5489,4963,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,7326,7111,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,74452
15_005d67ee-c4d1-4f22-a161-17db0dc68bb1,7326,7144,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.86%,186,5,74452
15_5d68f7cb-398c-44ea-b572-3c5b7b6ac0d3,4008,3939,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.71%,91,22,9831
15_5d101d06-bb9b-48d6-90d6-8700c37b53b4,2237,2412,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,2802
15_5d101d06-bb9b-48d6-90d6-8700c37b53b4,2234,2410,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,2802
15_5d101d06-bb9b-48d6-90d6-8700c37b53b4,77,2331,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,23.78%,2330,1,2802
15_5d252d62-d7b0-4336-85f8-20e362709797,66,7398,LmxM.01_left_10kb - bases 201 - 10000,75.39%,7388,1,8047
15_5db45942-191e-48cd-82ce-259b483eee11,70,7440,LmxM.07_left_10kb - bases 201 - 10000,75.48%,7397,1,8137
15_5e02f5de-fb4a-4c99-a431-a72bfac5f054,5021,14651,LmxM.28_left_10kb - bases 201 - 10000,99.88%,9800,13,17028
15_5e8e3de3-57b5-4e52-82c4-2fe3be664542,74,3196,LmxM.07_left_10kb - bases 201 - 10000,32.35%,3170,1,3594
15_5e91d534-82f6-49cc-ac87-e087cd228a78,12897,13055,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,13491
15_5e91d534-82f6-49cc-ac87-e087cd228a78,12896,13082,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,13491
15_5e843b0c-0df8-41f1-9185-38160278cb61,1419,1598,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,2085
15_5e843b0c-0df8-41f1-9185-38160278cb61,1439,1668,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,2085
15_5e843b0c-0df8-41f1-9185-38160278cb61,1427,1596,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,2085
15_5e31855f-2aa9-4db0-9485-109cb4b6638b,71,4671,LmxM.27_left_10kb - bases 201 - 10000,47.09%,4615,1,5029
15_5e31855f-2aa9-4db0-9485-109cb4b6638b,4469,4637,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,5029
15_5eadcbba-31da-4da3-984e-fa01c3e56703,80,4402,LmxM.24_left_10kb - bases 201 - 10000,44.92%,4402,1,13411
15_5ed9f770-32ec-4c9b-81d0-3c718ce43444,10413,10579,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,11001
15_5f86e6dc-528a-4495-8cf3-fb87082db417,689,535,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.58%,155,1,5395
15_5f86e6dc-528a-4495-8cf3-fb87082db417,5394,594,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,49.40%,4841,1,5395
15_5f0528bd-8a5c-4dc8-9363-387a903fe5d0,3474,1764,LmxM.12_left_10kb - bases 201 - 10000,18.05%,1769,1,3475
15_6a0d26e2-41fe-4764-b0c0-8bc4be012616,4391,4301,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,6161
15_6a41a8a1-70af-4418-9ee0-a30908576c8b,1483,1881,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.09%,2667,2267,21527
15_06a57d33-ba61-4a53-8745-9d12567a1e93,24575,24665,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,25246
15_06a57d33-ba61-4a53-8745-9d12567a1e93,24575,24773,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,25246
15_06a57d33-ba61-4a53-8745-9d12567a1e93,24575,24740,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,25246
15_6a366a39-7826-4655-a371-43af73d1210a,1220,432,LmxM.12_left_10kb - bases 201 - 10000,8.09%,793,1,1272
15_6ac142a4-f728-4dc3-85a9-f709876fef61,2158,2289,LmxM.12_left_10kb - bases 201 - 10000,1.39%,137,2,2687
15_6ac142a4-f728-4dc3-85a9-f709876fef61,67,2313,LmxM.19_left_10kb - bases 201 - 10000,23.13%,2267,1,2687
15_6ac142a4-f728-4dc3-85a9-f709876fef61,2159,2369,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,2687
15_6accda7a-6841-480f-bb9c-a589f6df6f3e,10938,6298,LmxM.24_left_10kb - bases 201 - 10000,47.93%,4697,1,10990
15_6ad0a6d7-2b23-4605-ac80-5ef87efbe46e,17931,8330,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.96%,9800,5,63876
15_6ad0a6d7-2b23-4605-ac80-5ef87efbe46e,53775,62761,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.78%,9783,6,63876
15_6b4e0621-c38b-4754-b7f0-5345036713bb,78,1847,LmxM.12_left_10kb - bases 201 - 10000,18.10%,1774,1,24717
15_6b4930a7-faa3-4082-8ca5-15883cc32868,2361,1596,LmxM.23_left_10kb - bases 201 - 10000,7.83%,767,1,2416
15_6bb81d51-1ffd-4905-aed2-19efe57dced0,22883,22973,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,23585
15_6bb81d51-1ffd-4905-aed2-19efe57dced0,22883,23082,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,23585
15_6bb81d51-1ffd-4905-aed2-19efe57dced0,22883,23049,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,23585
15_6bf8ab01-d042-43c6-b530-11f99db23a3c,87937,88058,LmxM.12_left_10kb - bases 201 - 10000,1.24%,124,3,88543
15_6bf8ab01-d042-43c6-b530-11f99db23a3c,87930,88062,LmxM.24_left_10kb - bases 201 - 10000,1.36%,136,4,88543
15_6bf8ab01-d042-43c6-b530-11f99db23a3c,87938,88112,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,88543
15_6bf8ab01-d042-43c6-b530-11f99db23a3c,87935,88110,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,88543
15_6bf8ab01-d042-43c6-b530-11f99db23a3c,78300,88031,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,88543
15_6bffd05a-9454-454f-b16f-4f2a5e7d2255,15832,6188,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.99%,9800,2,24899
15_6c0c5821-3e54-4e19-9ccb-b8903654f68b,5584,340,LmxM.07_left_10kb - bases 201 - 10000,53.85%,5277,1,5587
15_6c36f64f-e371-441f-8b34-411ad2d46654,50657,50837,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,52342
15_6c36f64f-e371-441f-8b34-411ad2d46654,50677,50910,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,52342
15_006c5543-dce2-46cf-af68-a43ea4de81ea,74,7651,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,77.88%,7632,1,10072
15_6d44b763-d4f2-4e6a-8594-943dc5fd669a,22252,22455,LmxM.27_left_10kb - bases 201 - 10000,2.06%,202,1,25790
15_6d70ddfa-7e04-46f4-8a21-0e2052186dec,68,8484,LmxM.12_left_10kb - bases 201 - 10000,86.59%,8486,1,14178
15_6d92aa5e-ae38-4475-8ea3-b5b0b113460a,5065,5301,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,14892
15_6d536e73-16f4-4259-a935-566d673abb2a,1359,11040,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,99.99%,9800,2,11640
15_6ddde6cc-1dc6-45e4-a42c-c13353a4cba3,19638,29241,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,48512
15_6df8c9c0-3d85-4af5-9fff-b190d197304e,68,855,LmxM.24_left_10kb - bases 201 - 10000,8.31%,814,1,12060
15_6e7bae8e-2c55-423c-a0e1-8f4a55b3d2d1,10370,10003,LmxM.23_left_10kb - bases 201 - 10000,3.79%,375,5,11236
15_6e7bae8e-2c55-423c-a0e1-8f4a55b3d2d1,10366,10690,LmxM.23_left_10kb - bases 201 - 10000,3.36%,331,3,11236
15_6edcde73-042f-44dd-b671-66c41edcda3f,25129,25264,LmxM.12_left_10kb - bases 201 - 10000,1.39%,137,2,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,15534,25288,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,18967,20347,LmxM.19_left_10kb - bases 201 - 10000,14.09%,7197,5817,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,18128,19488,LmxM.19_left_10kb - bases 201 - 10000,14.12%,6346,4963,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,19822,20347,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,18128,18641,LmxM.19_left_10kb - bases 201 - 10000,5.38%,5489,4963,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,25130,25344,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,25921
15_6edcde73-042f-44dd-b671-66c41edcda3f,25130,25311,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.86%,186,5,25921
15_6f0d5805-fd78-41c1-a6d4-2bf26c326f0a,41195,41589,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.09%,2667,2267,61162
15_6f0d5805-fd78-41c1-a6d4-2bf26c326f0a,6006,6399,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.05%,2663,2267,61162
15_6f33efa5-776c-4026-9216-cb7fa24a31f9,13908,13998,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,14430
15_6f33efa5-776c-4026-9216-cb7fa24a31f9,13907,14026,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,14430
15_6f33efa5-776c-4026-9216-cb7fa24a31f9,13908,14050,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,14430
15_6f33efa5-776c-4026-9216-cb7fa24a31f9,13908,14106,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,14430
15_6f33efa5-776c-4026-9216-cb7fa24a31f9,13908,14073,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,14430
15_6f17534a-2a32-4bbf-9ded-682ea203f470,30078,30224,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,30644
15_6f17534a-2a32-4bbf-9ded-682ea203f470,30064,30248,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,188,8,30644
15_6f17534a-2a32-4bbf-9ded-682ea203f470,30091,30324,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,30644
15_6f17534a-2a32-4bbf-9ded-682ea203f470,30079,30248,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,30644
15_6fab4505-a79f-4a2a-b5bc-c52bf501ff9a,6608,6736,LmxM.19_left_10kb - bases 201 - 10000,1.32%,129,1,7247
15_6fab4505-a79f-4a2a-b5bc-c52bf501ff9a,6606,6791,LmxM.27_left_10kb - bases 201 - 10000,1.91%,187,1,7247
15_6ff4cf64-fa25-49e3-a142-519170c67779,72,2025,LmxM.12_left_10kb - bases 201 - 10000,20.46%,2005,1,4657
15_7a26f8a4-2618-4664-af72-2d634a622995,78,7816,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,79.76%,7816,1,8358
15_7a0644a7-2c43-453f-a9f5-53e2165d0f80,1098,947,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,10269
15_7a0644a7-2c43-453f-a9f5-53e2165d0f80,1099,918,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,10269
15_7a0644a7-2c43-453f-a9f5-53e2165d0f80,1079,848,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,10269
15_7a0644a7-2c43-453f-a9f5-53e2165d0f80,1091,920,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,10269
15_7abe0e0d-e8ca-4cf3-b490-a3896b63c6c4,13583,6861,LmxM.23_left_10kb - bases 201 - 10000,69.05%,6767,1,13587
15_7abe0e0d-e8ca-4cf3-b490-a3896b63c6c4,6945,6775,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.73%,173,4,13587
15_7abe0e0d-e8ca-4cf3-b490-a3896b63c6c4,6948,6775,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.78%,174,1,13587
15_7adf4489-551e-43fb-a11b-5fc3469d7270,31067,31263,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,31625
15_7afd6c54-7a51-414f-b58a-5bcc24d7b689,68,145,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,0.80%,78,1,2561
15_7b705e5c-9690-4706-8da2-353fdf52c520,1810,1961,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,4567
15_7b705e5c-9690-4706-8da2-353fdf52c520,1809,1982,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.77%,182,10,4567
15_7b705e5c-9690-4706-8da2-353fdf52c520,1817,1982,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,172,7,4567
15_7ba0ec6c-7678-44ca-b6b1-d61ebf9b421a,3825,453,LmxM.23_left_10kb - bases 201 - 10000,35.27%,3456,1,3830
15_7bb31764-f416-4479-b35c-d2d4f48900d0,4900,4989,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,5438
15_7c9cb14d-86bd-4921-8bfa-97dbf3c43caf,70,6782,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,69.63%,6824,1,7287
15_7c37e622-a50f-4593-b689-bd5dcc5a8190,511,326,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.97%,193,1,674
15_7c47cd08-448b-43b8-b3fc-aa9614d69484,28732,28883,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,29337
15_7c47cd08-448b-43b8-b3fc-aa9614d69484,28731,28912,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,29337
15_7c47cd08-448b-43b8-b3fc-aa9614d69484,28751,28982,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,29337
15_7c47cd08-448b-43b8-b3fc-aa9614d69484,28739,28910,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,29337
15_7c10418c-5a82-4434-8672-0d70033368db,10665,1033,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.96%,9796,1,67205
15_7c10418c-5a82-4434-8672-0d70033368db,61207,59403,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,18.74%,7836,6000,67205
15_7c10418c-5a82-4434-8672-0d70033368db,46280,45046,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,12.83%,7256,6000,67205
15_7d1fd663-b0bb-4bdc-a8cc-162c046cca4d,8943,9140,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,2.02%,199,2,9589
15_7d1fd663-b0bb-4bdc-a8cc-162c046cca4d,8956,9138,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.90%,186,1,9589
15_7d2eec0b-994f-4aeb-8106-436ee0d44e01,11680,21315,LmxM.13_left_10kb - bases 201 - 10000,100.00%,9800,1,21914
15_7d9a4ef7-8d04-4dee-ab60-e133391af0de,719,600,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,8429
15_7d9a4ef7-8d04-4dee-ab60-e133391af0de,718,520,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,8429
15_7d38e005-b656-49bb-abda-092c1b45343e,54813,54903,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,55444
15_7d38e005-b656-49bb-abda-092c1b45343e,54813,55008,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,55444
15_7ddeaac2-9e21-43c9-b048-ec88fd5ecef7,4189,4057,LmxM.24_left_10kb - bases 201 - 10000,1.36%,135,3,38134
15_07ef09ba-89cc-4d89-a103-4b78496b15d5,13544,4182,LmxM.24_left_10kb - bases 201 - 10000,99.91%,9795,5,14666
15_7effc551-6b3e-4a16-92c2-fcc4908c209b,11951,2350,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,13132
15_7f0c6fea-06ce-4637-9190-25e61444884b,8693,8877,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,9269
15_7f0c6fea-06ce-4637-9190-25e61444884b,8713,8950,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,9269
15_7f8c0e37-b986-4bf6-934d-c68ee7ab5db6,8422,18142,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,18546
15_7f25aaca-755a-48f3-a456-95eb0aaec95a,1391,1586,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,1991
15_7f208c10-0f33-4f2d-b9ca-7b48a8455d24,30691,40464,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,41091
15_7f78930c-aaa0-49eb-a7d3-bb15c7298ee6,733,615,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,5886
15_7f78930c-aaa0-49eb-a7d3-bb15c7298ee6,724,534,LmxM.27_left_10kb - bases 201 - 10000,1.94%,190,1,5886
15_7f375986-095e-472d-8884-806e0941b41a,1194,1104,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,4143
15_7f375986-095e-472d-8884-806e0941b41a,1194,996,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,4143
15_7fd3abd4-cae0-4ce9-9b73-520b57eac3ef,15186,24808,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,49290
15_8a4e3fa3-da4f-4497-85a1-c8bb50d43653,5957,15656,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,27179
15_8a993fba-e5f6-4833-863e-d981e98fcae0,8545,8634,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,9309
15_8a993fba-e5f6-4833-863e-d981e98fcae0,8544,8662,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,9309
15_8ab4be97-2c21-4867-bee5-01f67d9ce064,18366,8655,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,28520
15_8ad50144-f746-4227-a4fa-a913f29600c8,12217,6898,LmxM.28_left_10kb - bases 201 - 10000,55.45%,7069,1636,26872
15_8ad50144-f746-4227-a4fa-a913f29600c8,14810,12459,LmxM.28_left_10kb - bases 201 - 10000,24.72%,9793,7371,26872
15_8ad50144-f746-4227-a4fa-a913f29600c8,6738,5326,LmxM.28_left_10kb - bases 201 - 10000,14.70%,1441,1,26872
15_8b6abb28-2cd3-4511-9017-fc6ff5f9d2c6,22201,22398,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,22764
15_8b7156ac-825d-4423-b2ec-a87f667c8a85,22306,22396,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,23070
15_8b7156ac-825d-4423-b2ec-a87f667c8a85,22305,22424,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,23070
15_8b7156ac-825d-4423-b2ec-a87f667c8a85,22306,22448,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,23070
15_8b7156ac-825d-4423-b2ec-a87f667c8a85,22306,22504,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,23070
15_8b7156ac-825d-4423-b2ec-a87f667c8a85,22306,22471,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,23070
15_8bc40f02-5db1-46e0-9791-83c591bf14e6,21439,21558,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,43804
15_8bc40f02-5db1-46e0-9791-83c591bf14e6,21440,21635,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,43804
15_8bc40f02-5db1-46e0-9791-83c591bf14e6,21440,21602,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,43804
15_8bc40f02-5db1-46e0-9791-83c591bf14e6,21440,21530,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,43804
15_8c44a249-6fdb-4c89-96ef-dce14a8b1c7a,7540,7659,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,8238
15_8c44a249-6fdb-4c89-96ef-dce14a8b1c7a,7541,7738,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,8238
15_8c44a249-6fdb-4c89-96ef-dce14a8b1c7a,7541,7631,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,8238
15_8ceb6108-3f68-4f6c-a762-afac78438028,9504,780,LmxM.05_left_10kb - bases 201 - 10000,89.71%,8792,1,9509
15_8ced5969-8082-4ccc-8657-4db50d16e908,73,2445,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,24.59%,2410,1,22052
15_8d1c133f-a8ca-44a9-8c92-c08c718e9031,76,2208,LmxM.14_left_10kb - bases 201 - 10000,22.24%,2203,24,7286
15_8d3c9541-ca2c-4e6d-aa0c-8c4908b49eae,6370,1969,LmxM.24_left_10kb - bases 201 - 10000,46.17%,4537,13,6419
15_8d720cbd-ed29-492f-bc89-89da039460e1,1465,1233,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,48866
15_8d8449b8-4c6c-4aeb-9956-d6d02d991f2b,14826,9356,LmxM.28_left_10kb - bases 201 - 10000,56.42%,5529,1,14826
15_8dbbc383-4ff9-4989-8132-2666a3d7b2d5,6447,6356,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,11567
