Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length,Barcode,Read,Chromosome,Overhang,Sample,ValueToSubtract,AdjustedOverhang
15_36d973f4-5771-4b19-821d-081ae758e561,9726,19410,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,23556,15,15_36d973f4-5771-4b19-821d-081ae758e561,14L,4146.0,WT,129,4017.0
15_36f4b47c-165e-4dfc-99bb-33a58340d25c,20680,10904,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,71852,15,15_36f4b47c-165e-4dfc-99bb-33a58340d25c,12L,10904.0,WT,168,10736.0
15_38ae4994-530e-4e57-bb14-ad1c06bbf117,10453,20084,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,20690,15,15_38ae4994-530e-4e57-bb14-ad1c06bbf117,03R,606.0,WT,96,510.0
15_38caab8f-8098-47c1-8a30-c9736a53a8d6,37345,46983,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,48576,15,15_38caab8f-8098-47c1-8a30-c9736a53a8d6,18R,1593.0,WT,186,1407.0
15_38dabfad-6ac2-4419-b231-493108bb0b62,7632,4086,LmxM.14_left_10kb - bases 201 - 10000,36.34,3561,1,7632,15,15_38dabfad-6ac2-4419-b231-493108bb0b62,14L,4086.0,WT,129,3957.0
15_46a744b7-4362-4b22-965b-d8d943f7e825,9454,19138,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,19732,15,15_46a744b7-4362-4b22-965b-d8d943f7e825,01L,594.0,WT,114,480.0
15_46c1fbd8-ec2c-4214-851e-9bcad499c4e6,73,7741,LmxM.27_left_10kb - bases 201 - 10000,79.08,7750,1,8187,15,15_46c1fbd8-ec2c-4214-851e-9bcad499c4e6,27L,446.0,WT,148,298.0
15_46f71239-1aac-46ae-87ef-e4a072a34253,70,9691,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,98.49,9652,1,10135,15,15_46f71239-1aac-46ae-87ef-e4a072a34253,15R,444.0,WT,136,308.0
15_48fb7529-6e45-4c39-b7b1-b01d72887aaa,10085,573,LmxM.24_left_10kb - bases 201 - 10000,99.76,9789,14,14665,15,15_48fb7529-6e45-4c39-b7b1-b01d72887aaa,24L,573.0,WT,148,425.0
15_48fc9492-5226-43d9-9219-6f62ff8278fc,6549,2344,LmxM.24_left_10kb - bases 201 - 10000,43.81,4293,1,6549,15,15_48fc9492-5226-43d9-9219-6f62ff8278fc,24L,2344.0,WT,148,2196.0
15_49ef05cd-f9a7-49ad-9c55-7d93a02c3b29,20171,29824,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,44520,15,15_49ef05cd-f9a7-49ad-9c55-7d93a02c3b29,23L,14696.0,WT,182,14514.0
15_50fa7069-0a85-4219-8f38-26b90e6aabde,25843,35500,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,54988,15,15_50fa7069-0a85-4219-8f38-26b90e6aabde,09R,19488.0,WT,28,19460.0
15_052f237b-247e-4d84-bb3b-d858bae4fe3e,5206,14802,LmxM.33_left_10kb - bases 201 - 10000,99.87,9787,1,15060,15,15_052f237b-247e-4d84-bb3b-d858bae4fe3e,33L,258.0,WT,85,173.0
15_53df9d12-b802-4094-bd0a-36941c94c605,10653,20366,LmxM.13_left_10kb - bases 201 - 10000,99.94,9794,1,21269,15,15_53df9d12-b802-4094-bd0a-36941c94c605,13L,903.0,WT,118,785.0
15_55ebe674-44e2-46f4-8873-3c09841c4a2b,8252,3755,LmxM.23_left_10kb - bases 201 - 10000,46.46,4553,1,8255,15,15_55ebe674-44e2-46f4-8873-3c09841c4a2b,23L,3755.0,WT,182,3573.0
15_55f6180b-28e4-482b-be53-1f1ee3e89b40,72,8178,LmxM.19_left_10kb - bases 201 - 10000,83.89,8221,1,8757,15,15_55f6180b-28e4-482b-be53-1f1ee3e89b40,19L,579.0,WT,128,451.0
15_58afd64b-96d6-48b9-ae1c-fcf2f8abf2f4,15690,5973,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,58665,15,15_58afd64b-96d6-48b9-ae1c-fcf2f8abf2f4,09R,5973.0,WT,28,5945.0
15_58f25549-7627-49bc-a122-90fb839675db,8500,18161,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,23174,15,15_58f25549-7627-49bc-a122-90fb839675db,28L,5013.0,WT,122,4891.0
15_59b9c263-73c4-45ea-919a-e0cf90020865,73,4757,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,48.2,4724,1,5270,15,15_59b9c263-73c4-45ea-919a-e0cf90020865,15R,513.0,WT,136,377.0
15_59f4fa79-ded2-4635-8a6d-0c6757e873f4,25952,35691,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,36158,15,15_59f4fa79-ded2-4635-8a6d-0c6757e873f4,31R,467.0,WT,95,372.0
15_60bca1e3-9274-494e-92db-de8279808e68,11121,20598,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,22934,15,15_60bca1e3-9274-494e-92db-de8279808e68,09R,2336.0,WT,28,2308.0
15_060dcabd-7a46-4259-b507-edb3fbe78c16,3212,12859,LmxM.05_left_10kb - bases 201 - 10000,99.95,9795,1,13695,15,15_060dcabd-7a46-4259-b507-edb3fbe78c16,05L,836.0,WT,167,669.0
15_63b61db4-f892-413e-84fe-c45e9d591a98,69,7027,LmxM.23_left_10kb - bases 201 - 10000,71.94,7050,1,8844,15,15_63b61db4-f892-413e-84fe-c45e9d591a98,23L,1817.0,WT,182,1635.0
15_63c7c711-7e6d-4fef-8313-5b3971cb03a7,10132,393,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,38739,15,15_63c7c711-7e6d-4fef-8313-5b3971cb03a7,07L,393.0,WT,58,335.0
15_64aa6c77-7011-43bb-a864-ccf83e7944d0,32664,42385,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,42895,15,15_64aa6c77-7011-43bb-a864-ccf83e7944d0,19L,510.0,WT,128,382.0
15_066e171e-e73b-476b-a772-05646d2cf3dd,32022,41758,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,42185,15,15_066e171e-e73b-476b-a772-05646d2cf3dd,01L,427.0,WT,114,313.0
15_66f6578a-937f-42c7-95ee-c0ef72830c72,10454,594,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,68527,15,15_66f6578a-937f-42c7-95ee-c0ef72830c72,15R,594.0,WT,136,458.0
15_68d8b3b7-aded-430f-a4a4-4261a6a40e05,7751,17470,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,24149,15,15_68d8b3b7-aded-430f-a4a4-4261a6a40e05,03R,6679.0,WT,96,6583.0
15_68da57c7-50b1-48f1-8b84-63ae1584abdb,5705,15401,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,23254,15,15_68da57c7-50b1-48f1-8b84-63ae1584abdb,28L,7853.0,WT,122,7731.0
15_71a6b595-df7b-4882-9a94-41aba829e754,6769,16392,LmxM.05_left_10kb - bases 201 - 10000,99.98,9800,3,17211,15,15_71a6b595-df7b-4882-9a94-41aba829e754,05L,819.0,WT,167,652.0
15_71fe6ce4-5742-45d2-a2ad-ec11b9ec7aff,80,4695,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,47.41,4651,6,5178,15,15_71fe6ce4-5742-45d2-a2ad-ec11b9ec7aff,03R,483.0,WT,96,387.0
15_72d6d3bf-2628-4d5f-95ec-37f48b0db395,71703,81406,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,81726,15,15_72d6d3bf-2628-4d5f-95ec-37f48b0db395,27L,320.0,WT,148,172.0
15_73a7429f-909f-48c8-ad7e-790a8af87017,69,5214,LmxM.23_left_10kb - bases 201 - 10000,52.86,5180,1,7759,15,15_73a7429f-909f-48c8-ad7e-790a8af87017,23L,2545.0,WT,182,2363.0
15_73e69533-8015-4d5a-9e40-5bb7cb2dce28,69,5422,LmxM.13_left_10kb - bases 201 - 10000,55.04,5394,1,5872,15,15_73e69533-8015-4d5a-9e40-5bb7cb2dce28,13L,450.0,WT,118,332.0
15_74bc99cc-bbf8-415a-a1f8-f8a1364a09dc,73,5033,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,51.62,5059,1,5427,15,15_74bc99cc-bbf8-415a-a1f8-f8a1364a09dc,15R,394.0,WT,136,258.0
15_77e380de-42a7-4c03-9bc4-cef1bbf8ad30,4361,403,LmxM.24_left_10kb - bases 201 - 10000,40.79,4002,6,11676,15,15_77e380de-42a7-4c03-9bc4-cef1bbf8ad30,24L,403.0,WT,148,255.0
15_78d112b3-5c65-4729-ab06-9ef17fbfbf0d,7605,3133,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,46.19,4531,5,7641,15,15_78d112b3-5c65-4729-ab06-9ef17fbfbf0d,09R,3133.0,WT,28,3105.0
15_78d1106f-e395-4c75-b743-3f647e244ddd,53861,63458,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,63874,15,15_78d1106f-e395-4c75-b743-3f647e244ddd,13L,416.0,WT,118,298.0
15_79aa72fb-8d63-4311-92cf-973aab5b7e7c,1719,11413,LmxM.23_left_10kb - bases 201 - 10000,99.97,9797,1,14808,15,15_79aa72fb-8d63-4311-92cf-973aab5b7e7c,23L,3395.0,WT,182,3213.0
15_79fc6442-dfb1-4b92-bf7e-64de82fd6560,10990,1290,LmxM.13_left_10kb - bases 201 - 10000,99.98,9798,1,65355,15,15_79fc6442-dfb1-4b92-bf7e-64de82fd6560,13L,1290.0,WT,118,1172.0
15_81a19c9a-6e65-4057-98f0-3b5bf9cfe56c,24896,34493,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,35081,15,15_81a19c9a-6e65-4057-98f0-3b5bf9cfe56c,15R,588.0,WT,136,452.0
15_82c908b5-b63d-4ed0-9a35-f252be248082,66,5832,LmxM.01_left_10kb - bases 201 - 10000,61.17,6007,13,6227,15,15_82c908b5-b63d-4ed0-9a35-f252be248082,01L,395.0,WT,114,281.0
15_82f3d208-f163-4bf4-8edd-b49b597fa319,22040,31796,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,32510,15,15_82f3d208-f163-4bf4-8edd-b49b597fa319,05L,714.0,WT,167,547.0
15_83d16795-fd4c-41e2-851d-5fcff9d9e2fa,15050,24721,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,36213,15,15_83d16795-fd4c-41e2-851d-5fcff9d9e2fa,24L,11492.0,WT,148,11344.0
15_84a3b840-5f2f-4890-b9a7-5b5a5d835fbc,26565,16876,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,41703,15,15_84a3b840-5f2f-4890-b9a7-5b5a5d835fbc,12L,16876.0,WT,168,16708.0
15_84b20de8-ca0f-4a16-acd6-2e4b3b831286,44780,54495,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,54944,15,15_84b20de8-ca0f-4a16-acd6-2e4b3b831286,03R,449.0,WT,96,353.0
15_84dc76aa-57fc-4136-bc12-bd6545109e59,30765,40527,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,48393,15,15_84dc76aa-57fc-4136-bc12-bd6545109e59,28L,7866.0,WT,122,7744.0
15_85a71baa-07a6-45df-af76-b283dc05bf05,12442,2721,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,40475,15,15_85a71baa-07a6-45df-af76-b283dc05bf05,14L,2721.0,WT,129,2592.0
15_85f5d36c-151f-41e9-906b-1abc91f2d2e1,4060,13711,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,14178,15,15_85f5d36c-151f-41e9-906b-1abc91f2d2e1,33L,467.0,WT,85,382.0
15_90a32849-4336-4747-a0a9-921a20d99112,13548,3864,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16528,15,15_90a32849-4336-4747-a0a9-921a20d99112,23R,3864.0,WT,186,3678.0
15_91c7f91c-81f6-4d1f-8d40-a8b4ed9248c7,73,4839,LmxM.24_left_10kb - bases 201 - 10000,49.45,4846,1,5243,15,15_91c7f91c-81f6-4d1f-8d40-a8b4ed9248c7,24L,404.0,WT,148,256.0
15_91f083bb-4cf6-4977-aa2d-9b60f78f3b46,4630,14305,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,14603,15,15_91f083bb-4cf6-4977-aa2d-9b60f78f3b46,15R,298.0,WT,136,162.0
15_95ae62ce-2552-402b-a3dd-f9b68c88489f,41191,31502,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.96,9800,5,54607,15,15_95ae62ce-2552-402b-a3dd-f9b68c88489f,09R,31502.0,WT,28,31474.0
15_95b8ce89-7259-46ce-9686-3f4bbd4f90d7,77,6548,LmxM.23_left_10kb - bases 201 - 10000,66.6,6527,1,9733,15,15_95b8ce89-7259-46ce-9686-3f4bbd4f90d7,23L,3185.0,WT,182,3003.0
15_97d32b5f-8ebd-4bdd-9118-986ce121c521,50,4037,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,45.23,4433,1,5381,15,15_97d32b5f-8ebd-4bdd-9118-986ce121c521,03R,1344.0,WT,96,1248.0
15_98d68874-d584-45ee-b9fd-b28d9bfa3560,25582,35322,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,35821,15,15_98d68874-d584-45ee-b9fd-b28d9bfa3560,12R,499.0,WT,133,366.0
15_99a545b4-1c4c-4e04-9e6c-85176ff35923,78,7082,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,72.04,7060,1,7505,15,15_99a545b4-1c4c-4e04-9e6c-85176ff35923,15R,423.0,WT,136,287.0
15_99d30548-7986-42e6-abfa-71c9b5f86891,71,9452,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,97.6,9565,1,10078,15,15_99d30548-7986-42e6-abfa-71c9b5f86891,34R,626.0,WT,163,463.0
15_131d5f42-c032-408b-b9fb-d03c2346dd90,11061,6196,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,50.35,4934,1,11111,15,15_131d5f42-c032-408b-b9fb-d03c2346dd90,09R,6196.0,WT,28,6168.0
15_140aa7f7-4096-4db3-aa62-9166fbc455a1,14332,4583,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,26880,15,15_140aa7f7-4096-4db3-aa62-9166fbc455a1,24L,4583.0,WT,148,4435.0
15_155b53eb-1b0e-4bab-9331-4c9ddbb13ee0,771,10516,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,11071,15,15_155b53eb-1b0e-4bab-9331-4c9ddbb13ee0,27L,555.0,WT,148,407.0
15_169c742d-a949-4d7a-afe8-df91237a0e96,10563,844,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,34706,15,15_169c742d-a949-4d7a-afe8-df91237a0e96,24L,844.0,WT,148,696.0
15_275dc17e-4440-439b-9b7d-e1dc5eb07b58,22197,12508,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,37809,15,15_275dc17e-4440-439b-9b7d-e1dc5eb07b58,09R,12508.0,WT,28,12480.0
15_329d3b53-9639-4e9b-8b01-f29dcce4a355,10103,596,LmxM.33_left_10kb - bases 201 - 10000,99.96,9796,1,66339,15,15_329d3b53-9639-4e9b-8b01-f29dcce4a355,33L,596.0,WT,85,511.0
15_360f58fa-4248-41f2-a93b-9eac63165426,6967,16698,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,17336,15,15_360f58fa-4248-41f2-a93b-9eac63165426,34R,638.0,WT,163,475.0
15_388af54c-d6db-4bd8-ac44-5dd679653d2f,14202,23925,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,32772,15,15_388af54c-d6db-4bd8-ac44-5dd679653d2f,09R,8847.0,WT,28,8819.0
15_475d846a-1ea9-4b02-b703-91b2de65a3c5,14142,23811,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,40046,15,15_475d846a-1ea9-4b02-b703-91b2de65a3c5,09R,16235.0,WT,28,16207.0
15_0488a601-4578-4829-bf1a-62b3ceb091a1,12670,2976,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,53120,15,15_0488a601-4578-4829-bf1a-62b3ceb091a1,12L,2976.0,WT,168,2808.0
15_527d8b6f-906a-4ec0-9225-d2cf01a1cf91,8433,535,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,20600,15,15_527d8b6f-906a-4ec0-9225-d2cf01a1cf91,16R,535.0,WT,168,367.0
15_537ce158-9474-48e1-aec4-98dad518e278,33393,41291,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,44745,15,15_537ce158-9474-48e1-aec4-98dad518e278,16R,3454.0,WT,168,3286.0
15_561a2782-bbcb-46ec-a908-119a160c06da,81,4483,LmxM.23_left_10kb - bases 201 - 10000,45.87,4497,3,16294,15,15_561a2782-bbcb-46ec-a908-119a160c06da,23L,11811.0,WT,182,11629.0
15_574bd61e-47fb-42bc-8191-4c477777ec30,36479,46164,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,46462,15,15_574bd61e-47fb-42bc-8191-4c477777ec30,13L,298.0,WT,118,180.0
15_575e414b-7063-4090-a909-12ebf49035c1,10936,2681,LmxM.33_left_10kb - bases 201 - 10000,86.18,8446,1,10940,15,15_575e414b-7063-4090-a909-12ebf49035c1,33L,2681.0,WT,85,2596.0
15_673f21f4-6470-45ae-ba66-97a857614dd3,12138,2441,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16200,15,15_673f21f4-6470-45ae-ba66-97a857614dd3,09R,2441.0,WT,28,2413.0
15_730a194c-8f3e-4698-99e5-0c43c8856085,72,7740,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,78.77,7719,1,8431,15,15_730a194c-8f3e-4698-99e5-0c43c8856085,03R,691.0,WT,96,595.0
15_811e5e39-fc42-46bf-9981-e287a155daec,10094,481,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,18401,15,15_811e5e39-fc42-46bf-9981-e287a155daec,27L,481.0,WT,148,333.0
15_817d534b-e245-4cb3-862b-01b54c77c757,5218,922,LmxM.23_left_10kb - bases 201 - 10000,44.71,4382,1,5218,15,15_817d534b-e245-4cb3-862b-01b54c77c757,23L,922.0,WT,182,740.0
15_841a77fd-a9af-4594-9842-4f9a42db0a8c,19951,29703,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,44496,15,15_841a77fd-a9af-4594-9842-4f9a42db0a8c,23L,14793.0,WT,182,14611.0
15_867b5e43-e2d2-4d51-a5de-d17207346324,8068,410,LmxM.12_left_10kb - bases 201 - 10000,78.73,7716,1,8074,15,15_867b5e43-e2d2-4d51-a5de-d17207346324,12L,410.0,WT,168,242.0
15_883de49f-7ae9-44a0-a941-fb2f6f0e432f,14582,24276,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,29898,15,15_883de49f-7ae9-44a0-a941-fb2f6f0e432f,24L,5622.0,WT,148,5474.0
15_950bab1c-bf74-4c54-a6b2-72fcb3d913f6,11271,19081,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,19597,15,15_950bab1c-bf74-4c54-a6b2-72fcb3d913f6,16R,516.0,WT,168,348.0
15_1416c1cc-b422-4539-94f2-50ee511b4bde,73,6236,LmxM.01_left_10kb - bases 201 - 10000,63.66,6239,1,6628,15,15_1416c1cc-b422-4539-94f2-50ee511b4bde,01L,392.0,WT,114,278.0
15_1533b963-3903-472c-b973-d23b9b9b0949,3101,12702,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,13088,15,15_1533b963-3903-472c-b973-d23b9b9b0949,07L,386.0,WT,58,328.0
15_1555ba63-51f4-4a53-9c2f-934714de411c,78,8681,LmxM.23_left_10kb - bases 201 - 10000,88.19,8643,1,15375,15,15_1555ba63-51f4-4a53-9c2f-934714de411c,23L,6694.0,WT,182,6512.0
15_1560c40c-f859-4c70-9c2b-4c592c94bcf8,73,3348,LmxM.24_left_10kb - bases 201 - 10000,33.94,3329,4,8256,15,15_1560c40c-f859-4c70-9c2b-4c592c94bcf8,24L,4908.0,WT,148,4760.0
15_2545a6e9-0fda-464f-b3c1-6b4238f986f2,27848,37573,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,37909,15,15_2545a6e9-0fda-464f-b3c1-6b4238f986f2,05L,336.0,WT,167,169.0
15_2695cd93-c7ba-42a2-8c40-9be0e70eceaa,65,9173,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,94.68,9279,1,9726,15,15_2695cd93-c7ba-42a2-8c40-9be0e70eceaa,18R,553.0,WT,186,367.0
15_3046cf7a-6286-4726-a065-820dedf91f5e,15196,5501,LmxM.14_left_10kb - bases 201 - 10000,99.94,9800,7,25318,15,15_3046cf7a-6286-4726-a065-820dedf91f5e,14L,5501.0,WT,129,5372.0
15_3872da01-62e6-4e4c-9379-afc285a10e62,15326,5660,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,24151,15,15_3872da01-62e6-4e4c-9379-afc285a10e62,14L,5660.0,WT,129,5531.0
15_04081c66-f056-47f0-841d-5f3d8ae16d8d,10855,1184,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,50123,15,15_04081c66-f056-47f0-841d-5f3d8ae16d8d,09R,1184.0,WT,28,1156.0
15_4539adc7-b630-4ba7-ab6a-ff563b2ea801,8015,4776,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,33.62,3295,1,8016,15,15_4539adc7-b630-4ba7-ab6a-ff563b2ea801,09R,4776.0,WT,28,4748.0
15_04579d5f-c0e3-4134-81b7-5ed33083488c,10085,319,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,38865,15,15_04579d5f-c0e3-4134-81b7-5ed33083488c,33L,319.0,WT,85,234.0
15_5861a848-18c9-48b4-94f0-9a1fe7b92d03,62415,72087,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,79973,15,15_5861a848-18c9-48b4-94f0-9a1fe7b92d03,28L,7886.0,WT,122,7764.0
15_6115c4ae-a736-448e-b5c1-079c1c0c1c5c,10635,2282,LmxM.12_left_10kb - bases 201 - 10000,86.09,8437,1,10635,15,15_6115c4ae-a736-448e-b5c1-079c1c0c1c5c,12L,2282.0,WT,168,2114.0
15_6764b102-970c-4305-9446-c3c0ca99b20e,73,5806,LmxM.24_left_10kb - bases 201 - 10000,59.15,5797,1,24401,15,15_6764b102-970c-4305-9446-c3c0ca99b20e,24L,18595.0,WT,148,18447.0
15_6892b558-f439-40e7-a1a6-5fe3c641ad04,19410,29108,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,29675,15,15_6892b558-f439-40e7-a1a6-5fe3c641ad04,18R,567.0,WT,186,381.0
15_6977a58b-0f5a-49f1-aa7f-d1a4fa16cae4,29097,38734,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,39175,15,15_6977a58b-0f5a-49f1-aa7f-d1a4fa16cae4,23R,441.0,WT,186,255.0
15_7527a396-cd81-4e4b-8066-53666c2df6f0,13971,4464,LmxM.12_left_10kb - bases 201 - 10000,98.47,9650,1,13972,15,15_7527a396-cd81-4e4b-8066-53666c2df6f0,12L,4464.0,WT,168,4296.0
15_7554f67d-9a4d-4f1c-980e-fe5f996fb5eb,70,7298,LmxM.01_left_10kb - bases 201 - 10000,74.37,7291,4,7727,15,15_7554f67d-9a4d-4f1c-980e-fe5f996fb5eb,01L,429.0,WT,114,315.0
15_7810d519-ab43-407e-9340-ed23f64be79d,75,6787,LmxM.28_left_10kb - bases 201 - 10000,68.86,6748,1,11126,15,15_7810d519-ab43-407e-9340-ed23f64be79d,28L,4339.0,WT,122,4217.0
15_7889effa-f96f-4df6-a87a-55334da56124,39959,49709,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,50249,15,15_7889effa-f96f-4df6-a87a-55334da56124,12R,540.0,WT,133,407.0
15_7925a791-8a0e-43b5-a05a-8f916e89d984,20266,29973,LmxM.19_left_10kb - bases 201 - 10000,99.95,9795,1,30405,15,15_7925a791-8a0e-43b5-a05a-8f916e89d984,19L,432.0,WT,128,304.0
15_8155a062-4120-4d06-9862-e105abdac5f1,68,3201,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,32.26,3161,1,11966,15,15_8155a062-4120-4d06-9862-e105abdac5f1,09R,8765.0,WT,28,8737.0
15_8216c365-3b7d-4d5b-97fb-3d15b61cabd8,75,3995,LmxM.33_left_10kb - bases 201 - 10000,40.33,3952,1,4495,15,15_8216c365-3b7d-4d5b-97fb-3d15b61cabd8,33L,500.0,WT,85,415.0
15_8363e82e-2aa2-431f-b40f-d8ea36f66d7a,5475,15064,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,15550,15,15_8363e82e-2aa2-431f-b40f-d8ea36f66d7a,18R,486.0,WT,186,300.0
15_08987b1a-38c2-445e-8282-dbac42f2c496,19975,10289,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,37537,15,15_08987b1a-38c2-445e-8282-dbac42f2c496,24L,10289.0,WT,148,10141.0
15_9276f6be-7db3-4f41-8ca8-e0e6dfb4e96b,75,8213,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,83.5,8183,1,8748,15,15_9276f6be-7db3-4f41-8ca8-e0e6dfb4e96b,23R,535.0,WT,186,349.0
15_9436a372-d057-4c7d-87ff-1696ca5f6817,70,8695,LmxM.27_left_10kb - bases 201 - 10000,88.81,8703,1,9157,15,15_9436a372-d057-4c7d-87ff-1696ca5f6817,27L,462.0,WT,148,314.0
15_9747bf05-d095-4cf5-8cce-1d206b1b0789,36984,46676,LmxM.07_left_10kb - bases 201 - 10000,99.98,9800,3,46956,15,15_9747bf05-d095-4cf5-8cce-1d206b1b0789,07L,280.0,WT,58,222.0
15_11744bad-a74b-45b4-9088-3621c41fa269,766,10484,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,12542,15,15_11744bad-a74b-45b4-9088-3621c41fa269,12L,2058.0,WT,168,1890.0
15_23813c5d-daef-454d-adb7-941c5f479356,42610,52300,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,52758,15,15_23813c5d-daef-454d-adb7-941c5f479356,07L,458.0,WT,58,400.0
15_31341bd0-67f1-4f83-8f5f-39838a396fdf,66,8192,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,84.86,8316,1,27591,15,15_31341bd0-67f1-4f83-8f5f-39838a396fdf,09R,19399.0,WT,28,19371.0
15_33162c98-b3d0-4592-88c6-6c894689b204,994,10612,LmxM.28_left_10kb - bases 201 - 10000,99.97,9797,1,11604,15,15_33162c98-b3d0-4592-88c6-6c894689b204,28L,992.0,WT,122,870.0
15_33274d15-3db0-4ffa-b389-6a2716e935f6,55556,63469,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,67571,15,15_33274d15-3db0-4ffa-b389-6a2716e935f6,16R,4102.0,WT,168,3934.0
15_45712b17-98a9-4ab9-9d6b-856103c85f31,360,10143,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,17986,15,15_45712b17-98a9-4ab9-9d6b-856103c85f31,28L,7843.0,WT,122,7721.0
15_48338fb0-02f7-4245-a0be-b95f2f78d52e,16188,24088,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.72,8107,1,28159,15,15_48338fb0-02f7-4245-a0be-b95f2f78d52e,16R,4071.0,WT,168,3903.0
